"Address","Content Type","Status Code","Status","HTTP Version","Indexability","Indexability Status","Canonical Link Element 1","Meta Robots 1","X-Robots-Tag 1"
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-dashboard-comercial.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-processo-comercial.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-permuta-vgv-funil.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-cac-incorporadora.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-ltv.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-metricas-de-growth-1.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-marketing-b2b.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-crm-incorporadora.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-funil-marketing-vendas.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-previsibilidade-comercial.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
"https://unfoldgrowth.com.br/_next/image?url=https%3A%2F%2Flnhvxmehdrecgqiovzdl.supabase.co%2Fstorage%2Fv1%2Fobject%2Fpublic%2Fmedia%2Fcapa-glossario-incorporadora.webp&w=1920&q=75","image/webp","200","OK","1.1","Indexable","","","",""
